ID,default.payment.next.month,SEX,EDUCATION,MARRIAGE,AGE,LIMIT_BAL,PAY_1,PAY_3,PAY_5,BILL_AMT1,BILL_AMT3,BILL_AMT5,PAY_AMT1,PAY_AMT3,PAY_AMT5
1625,1,Male,High School,1,63,20000.0,2,2,2,16097.0,17090.0,16725.0,1400.0,600.0,800.0
1626,0,Female,High School,1,48,150000.0,0,2,0,37800.0,39922.0,42136.0,4000.0,2000.0,2000.0
1627,1,Female,University,1,47,50000.0,0,0,0,44624.0,3837.0,4146.0,2355.0,140.0,296.0
1628,0,Female,High School,1,31,140000.0,2,2,2,89910.0,91936.0,94952.0,5000.0,5000.0,4700.0
1629,0,Male,High School,0,31,50000.0,0,0,2,40011.0,35082.0,37543.0,1566.0,3800.0,1546.0
1630,0,Male,Graduate School,0,34,200000.0,0,0,0,67002.0,94564.0,99593.0,10000.0,3000.0,3084.0
1631,0,Female,Graduate School,1,43,100000.0,-1,-1,-1,9122.0,15537.0,8423.0,22982.0,27091.0,37259.0
1632,0,Female,Graduate School,0,32,250000.0,0,0,-1,33323.0,21218.0,3328.0,2038.0,52.0,1460.0
1633,0,Female,Graduate School,0,38,80000.0,-2,-2,-2,1927.0,909.0,2190.0,446.0,1740.0,518.0
1634,0,Female,University,1,50,170000.0,0,0,0,177956.0,171665.0,61234.0,7262.0,2272.0,39321.0
1635,0,Male,High School,0,29,80000.0,0,0,0,46638.0,48395.0,50560.0,2091.0,1767.0,1767.0
1636,0,Male,University,1,49,50000.0,0,0,0,49816.0,48589.0,20239.0,3000.0,1900.0,1600.0
1637,0,Female,High School,0,40,30000.0,2,2,0,23687.0,25218.0,25030.0,0.0,0.0,944.0
1638,1,Female,Graduate School,0,34,70000.0,1,2,0,70971.0,69405.0,34995.0,2000.0,1220.0,1725.0
1639,0,Female,High School,1,47,30000.0,-1,-1,-1,1355.0,1392.0,0.0,5174.0,696.0,696.0
1640,0,Male,Graduate School,1,34,200000.0,-1,-1,-1,5023.0,605.0,805.0,621.0,3114.0,2164.0
1641,0,Female,University,0,27,100000.0,-1,-1,-2,11540.0,0.0,0.0,1303.0,0.0,0.0
1642,1,Male,University,0,44,20000.0,0,0,0,17636.0,17914.0,19155.0,1375.0,565.0,204.0
1643,0,Male,Graduate School,0,29,200000.0,-1,-2,-2,2290.0,0.0,0.0,0.0,0.0,0.0
1644,1,Male,High School,1,72,50000.0,2,0,2,35417.0,37166.0,40519.0,1908.0,3165.0,1620.0
1645,1,Male,University,1,48,50000.0,0,0,0,40931.0,41612.0,18019.0,1880.0,10000.0,700.0
1646,1,Female,Graduate School,0,27,50000.0,1,2,2,36794.0,39319.0,42764.0,0.0,0.0,0.0
1647,0,Male,University,1,44,220000.0,0,0,0,217743.0,183453.0,118965.0,7000.0,8000.0,60000.0
1648,0,Female,High School,1,39,240000.0,-2,-2,-2,0.0,0.0,620.0,1234.0,0.0,0.0
1649,0,Male,Graduate School,1,40,50000.0,0,0,0,42549.0,9715.0,6652.0,2200.0,1000.0,1000.0
1650,0,Female,Graduate School,1,45,500000.0,-1,-1,-1,36954.0,22999.0,-3876.0,0.0,0.0,20000.0
1651,0,Male,Graduate School,0,26,170000.0,-1,-1,-1,23594.0,1362.0,3524.0,1512.0,1591.0,8545.0
1652,0,Male,Graduate School,1,34,30000.0,-1,-1,-2,220.0,0.0,0.0,2500.0,0.0,0.0
1653,1,Male,Graduate School,1,43,300000.0,1,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0
1654,0,Male,University,0,30,50000.0,0,0,0,50507.0,44688.0,13645.0,4000.0,1000.0,1000.0
1655,0,Female,High School,1,31,100000.0,-1,-1,-2,16033.0,1200.0,0.0,1716.0,0.0,1300.0
1656,1,Female,Graduate School,0,29,150000.0,0,2,0,108817.0,79713.0,66488.0,7500.0,4000.0,4000.0
1657,0,Male,Graduate School,0,28,50000.0,0,0,0,46176.0,41590.0,43307.0,2000.0,1519.0,1580.0
1658,0,Female,University,0,31,190000.0,-1,-1,-2,771.0,4251.0,0.0,0.0,0.0,6732.0
1659,0,Female,High School,0,22,20000.0,0,0,-1,14562.0,6870.0,2734.0,1121.0,0.0,0.0
1660,0,Female,High School,1,55,50000.0,1,2,0,49003.0,50498.0,47567.0,2005.0,0.0,1900.0
1661,1,Female,University,1,39,30000.0,-1,-1,-1,223.0,223.0,223.0,223.0,223.0,675.0
1662,0,Female,Graduate School,0,27,90000.0,-2,2,-2,1179.0,4607.0,-2153.0,7020.0,3000.0,0.0
1663,1,Female,Graduate School,0,36,500000.0,-2,-2,-2,-312.0,2479.0,763.0,0.0,0.0,0.0
1664,0,Male,Graduate School,1,40,280000.0,-1,-1,-1,5310.0,2928.0,22017.0,2196.0,9564.0,5220.0
1665,0,Male,University,1,31,30000.0,0,0,-1,13265.0,0.0,0.0,1632.0,2320.0,0.0
1666,0,Female,University,1,36,90000.0,2,2,2,49295.0,50781.0,52607.0,2000.0,2200.0,2200.0
1667,1,Male,University,1,42,200000.0,1,0,2,38187.0,19208.0,19572.0,44.0,1522.0,1099.0
1668,0,Male,University,0,30,100000.0,-2,-2,-2,914.0,0.0,1756.0,1475.0,0.0,0.0
1669,0,Male,High School,0,40,20000.0,0,2,2,12649.0,16383.0,15438.0,3103.0,0.0,2346.0
1670,0,Male,University,1,51,50000.0,0,0,0,49613.0,47010.0,14528.0,3036.0,1000.0,2500.0
1671,0,Female,University,0,51,50000.0,0,0,0,10571.0,3234.0,0.0,2477.0,0.0,0.0
1672,0,Male,High School,0,32,290000.0,-1,-1,-1,1520.0,0.0,28661.0,1200.0,1000.0,8974.0
1673,0,Female,Graduate School,0,36,220000.0,-2,-2,-2,0.0,0.0,790.0,420.0,584.0,0.0
1674,0,Male,Graduate School,1,37,440000.0,-1,-1,-1,4330.0,16786.0,600.0,8369.0,396.0,3596.0
1675,1,Male,University,0,49,50000.0,0,0,0,90231.0,92309.0,99418.0,2852.0,2603.0,3164.0
1676,0,Male,Graduate School,0,31,300000.0,-1,-1,-1,40779.0,2444.0,390.0,5401.0,578.0,1424.0
1677,0,Female,Graduate School,1,50,290000.0,0,0,0,165563.0,120469.0,81561.0,7000.0,5000.0,5000.0
1678,0,Male,University,1,40,390000.0,1,0,0,424244.0,258372.0,213003.0,587.0,30140.0,1998.0
1679,0,Female,University,0,24,50000.0,0,0,0,29186.0,26660.0,27836.0,1500.0,1200.0,1100.0
1680,1,Female,University,0,31,220000.0,-1,-2,-1,38746.0,0.0,0.0,0.0,110699.0,0.0
1681,0,Female,University,0,29,150000.0,0,-1,0,3559.0,2629.0,1371.0,1222.0,1008.0,0.0
1682,0,Male,Graduate School,0,24,50000.0,0,0,0,50963.0,50839.0,46733.0,1844.0,2635.0,5000.0
1683,0,Male,Graduate School,1,44,200000.0,-1,-2,-2,667.0,0.0,0.0,0.0,0.0,0.0
1684,0,Female,University,0,30,120000.0,0,0,0,16812.0,18013.0,9032.0,1358.0,636.0,4000.0
1685,0,Female,Graduate School,1,61,230000.0,-2,-2,-2,1443.0,1443.0,1443.0,1443.0,1443.0,1443.0
1686,0,Female,University,1,28,180000.0,0,0,0,133868.0,86893.0,91946.0,5300.0,4000.0,3200.0
1687,0,Male,Graduate School,0,22,20000.0,0,0,0,23538.0,23623.0,20100.0,3000.0,2500.0,0.0
1688,0,Male,University,0,23,20000.0,0,2,0,18804.0,17199.0,17992.0,2150.0,504.0,4000.0
1689,1,Male,High School,1,46,50000.0,-1,2,-2,13473.0,0.0,0.0,0.0,0.0,0.0
1690,0,Female,Graduate School,0,24,290000.0,-2,-1,-1,14931.0,19239.0,93332.0,15090.0,4975.0,5500.0
1691,0,Female,University,0,54,290000.0,-2,-2,-2,-68.0,-68.0,-6.0,0.0,743.0,2174.0
1692,0,Female,Graduate School,0,27,150000.0,-2,-2,-2,0.0,610.0,610.0,610.0,0.0,0.0
1693,0,Female,University,0,53,190000.0,0,0,0,173058.0,131891.0,135008.0,6300.0,5000.0,5100.0
1694,1,Female,University,0,25,80000.0,0,0,0,81003.0,87061.0,93523.0,8213.0,3508.0,3288.0
1695,0,Male,High School,1,47,250000.0,-1,-1,-1,1170.0,3100.0,2580.0,1863.0,2950.0,3699.0
1696,1,Male,University,1,35,20000.0,1,2,0,19755.0,20018.0,19377.0,1000.0,1000.0,900.0
1697,0,Female,High School,1,45,180000.0,-1,-1,-1,396.0,396.0,396.0,396.0,396.0,396.0
1698,0,Male,Graduate School,0,25,80000.0,-1,-1,-1,2109.0,466.0,2395.0,1257.0,628.0,0.0
1699,0,Male,Graduate School,0,31,300000.0,-1,-1,0,2166.0,8903.0,24650.0,2918.0,12457.0,8369.0
1700,0,Female,High School,1,51,50000.0,0,0,0,20454.0,20895.0,-861.0,2100.0,1000.0,39500.0
1701,0,Female,Graduate School,1,40,70000.0,0,0,0,51959.0,31310.0,29535.0,1597.0,972.0,1028.0
1702,1,Female,Graduate School,0,30,150000.0,0,2,0,44795.0,19543.0,24241.0,10000.0,30000.0,0.0
1703,0,Female,Graduate School,0,29,320000.0,-1,-1,-1,179226.0,200.0,10000.0,0.0,0.0,200000.0
1704,0,Female,Graduate School,0,24,60000.0,0,0,0,60381.0,38344.0,37428.0,1639.0,1500.0,1377.0
1705,1,Male,High School,0,32,20000.0,0,2,2,3677.0,5758.0,12274.0,2400.0,7000.0,3000.0
1706,0,Male,Graduate School,0,35,230000.0,2,2,2,117277.0,120988.0,123740.0,5800.0,3800.0,0.0
1707,0,Female,University,1,29,310000.0,0,0,0,74955.0,78497.0,76345.0,4000.0,72529.0,4000.0
1708,0,Female,Graduate School,0,36,230000.0,-1,-1,0,1545.0,8389.0,6549.0,306.0,9.0,0.0
1709,0,Female,Graduate School,1,40,200000.0,-2,-2,-2,2552.0,32082.0,1905.0,8084.0,7186.0,3244.0
1710,1,Female,Graduate School,0,30,100000.0,0,0,2,28383.0,42283.0,50583.0,5000.0,10000.0,2846.0
1711,0,Male,University,1,64,310000.0,-1,-1,-1,1920.0,10124.0,7958.0,0.0,6.0,0.0
1712,1,Male,High School,1,33,180000.0,2,0,0,159999.0,159924.0,174719.0,0.0,7000.0,7000.0
1713,0,Female,Graduate School,1,38,390000.0,0,0,0,164418.0,134282.0,131529.0,9000.0,5000.0,6000.0
1714,0,Female,Graduate School,0,26,20000.0,1,-1,-1,0.0,450.0,750.0,0.0,0.0,568.0
1715,0,Female,University,1,26,50000.0,0,0,0,45663.0,43193.0,19182.0,2300.0,800.0,726.0
1716,0,Male,Graduate School,0,29,140000.0,0,0,0,142087.0,140057.0,100873.0,5528.0,3500.0,4000.0
1717,1,Male,Graduate School,0,37,170000.0,-1,-1,-1,4334.0,1078.0,1606.0,1343.0,1392.0,9955.0
1718,0,Female,University,1,45,250000.0,-2,-2,-2,100323.0,41300.0,0.0,2500.0,0.0,0.0
1719,1,Female,High School,1,40,50000.0,2,0,0,49157.0,38426.0,7859.0,0.0,500.0,400.0
1720,0,Female,Graduate School,0,36,250000.0,0,0,0,130360.0,137119.0,133174.0,5000.0,5847.0,5000.0
1721,0,Male,Graduate School,0,27,90000.0,0,0,2,56608.0,63686.0,66637.0,2800.0,3200.0,2500.0
1722,1,Male,University,1,44,90000.0,2,0,0,89875.0,87511.0,48306.0,4000.0,1700.0,2083.0
1723,0,Female,Graduate School,0,27,160000.0,0,-2,-1,13234.0,6000.0,4168.0,0.0,15866.0,2067.0
1724,0,Male,University,0,29,360000.0,0,0,0,114527.0,113438.0,122122.0,20046.0,10000.0,10043.0
1725,0,Female,Graduate School,0,26,330000.0,0,0,0,58667.0,32726.0,28908.0,2213.0,20000.0,672.0
1726,0,Female,High School,1,54,50000.0,1,0,0,64069.0,56275.0,51740.0,0.0,1918.0,1614.0
1727,1,Female,University,1,42,60000.0,2,0,0,57598.0,19638.0,16853.0,0.0,2000.0,20000.0
1728,0,Female,High School,0,42,10000.0,0,-1,-1,4908.0,381.0,0.0,1275.0,399.0,780.0
1729,0,Male,University,1,41,70000.0,1,2,0,34779.0,36536.0,36427.0,2000.0,0.0,1500.0
1730,1,Female,Graduate School,1,31,150000.0,-2,-2,-2,2977.0,0.0,0.0,1408.0,0.0,0.0
1731,1,Female,University,0,33,250000.0,0,0,0,255223.0,48130.0,51500.0,1600.0,2100.0,0.0
1732,0,Female,High School,1,33,130000.0,0,0,0,122199.0,120957.0,42648.0,5100.0,1493.0,1556.0
1733,0,Male,Graduate School,0,27,130000.0,0,0,0,84664.0,24934.0,11705.0,2039.0,1000.0,600.0
1734,0,Female,University,1,36,100000.0,-2,-2,-2,2205.0,1983.0,0.0,0.0,3543.0,0.0
1735,0,Male,University,0,37,130000.0,0,0,-2,131446.0,0.0,0.0,5000.0,0.0,0.0
1736,1,Female,University,0,29,80000.0,2,0,0,77416.0,69313.0,66800.0,2661.0,2500.0,3000.0
1737,0,Male,Graduate School,0,41,380000.0,0,2,0,350341.0,344460.0,334891.0,28400.0,12800.0,12500.0
1738,1,Female,University,0,23,20000.0,0,0,0,17257.0,14462.0,15215.0,1230.0,527.0,1400.0
1739,0,Male,University,0,25,20000.0,0,3,2,15789.0,21054.0,19980.0,6500.0,0.0,25065.0
1740,1,Male,Graduate School,1,54,140000.0,0,0,0,139406.0,134000.0,92555.0,5545.0,3105.0,3936.0
1741,0,Male,Graduate School,0,33,180000.0,-1,-1,-1,2217.0,8264.0,3278.0,0.0,0.0,0.0
1742,0,Female,Graduate School,0,29,230000.0,-2,-2,-2,-5.0,2969.0,0.0,0.0,3425.0,1841.0
1743,0,Male,Graduate School,0,32,90000.0,-1,-1,-1,6546.0,25558.0,1677.0,1498.0,1443.0,0.0
1744,0,Male,University,0,29,160000.0,-1,-1,-1,7002.0,6062.0,5780.0,7229.0,4230.0,12589.0
1745,0,Female,Graduate School,0,22,50000.0,0,0,0,49459.0,50071.0,9208.0,2300.0,1000.0,1000.0
1746,0,Female,University,0,29,140000.0,-2,-2,-2,945.0,0.0,0.0,945.0,0.0,0.0
1747,0,Female,University,1,31,250000.0,0,0,0,42441.0,29385.0,86250.0,4000.0,901.0,2700.0
1748,0,Female,University,0,24,120000.0,-1,-2,-1,100.0,0.0,9614.0,0.0,618.0,39133.0
1749,0,Female,Graduate School,0,27,120000.0,0,0,0,79072.0,82451.0,85945.0,3000.0,3100.0,3300.0
1750,0,Female,University,1,40,260000.0,0,0,0,243196.0,178102.0,79331.0,20008.0,3000.0,3605.0
1751,1,Male,University,0,38,10000.0,2,3,3,1050.0,1050.0,1050.0,0.0,0.0,0.0
1752,0,Female,University,1,38,60000.0,-2,-2,-2,4764.0,0.0,52829.0,30500.0,0.0,41404.0
1753,0,Female,University,1,29,60000.0,0,0,0,33147.0,56167.0,27660.0,24511.0,17000.0,1100.0
1754,0,Male,University,0,27,50000.0,0,0,0,17771.0,19062.0,19849.0,1311.0,680.0,750.0
1755,0,Male,High School,1,34,130000.0,0,0,0,5444.0,7106.0,8106.0,1321.0,0.0,1000.0
1756,0,Male,Graduate School,0,34,130000.0,0,0,0,31179.0,28659.0,15852.0,2002.0,600.0,0.0
1757,0,Female,Graduate School,0,32,360000.0,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0
1758,0,Female,University,1,36,80000.0,0,0,0,20366.0,22411.0,23964.0,1352.0,1892.0,2096.0
1759,0,Male,University,0,26,50000.0,1,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0
1760,0,Female,Graduate School,1,33,290000.0,1,-1,-1,7064.0,1814.0,25576.0,0.0,8537.0,13475.0
1761,0,Male,Graduate School,1,53,200000.0,0,-2,-1,195050.0,0.0,1000.0,0.0,0.0,0.0
1762,0,Male,University,0,27,20000.0,0,0,0,18290.0,19106.0,0.0,2458.0,386.0,0.0
1763,0,Male,Graduate School,0,33,500000.0,-1,-1,-1,5379.0,10515.0,7958.0,2065.0,4170.0,196.0
1764,0,Female,Graduate School,0,26,130000.0,1,2,2,22415.0,23647.0,24315.0,0.0,0.0,0.0
1765,1,Female,Graduate School,0,27,30000.0,0,0,0,23447.0,25650.0,26800.0,1500.0,1000.0,1200.0
1766,1,Female,Graduate School,0,24,20000.0,2,2,0,7919.0,9339.0,10615.0,1000.0,1000.0,1000.0
1767,0,Female,University,0,26,70000.0,0,0,0,30139.0,8398.0,9301.0,2000.0,2000.0,3000.0
1768,0,Male,Graduate School,0,27,200000.0,-1,-1,-1,4890.0,4882.0,10435.0,3630.0,11034.0,1665.0
1769,1,Female,University,1,46,50000.0,-1,-1,-1,569.0,3220.0,5085.0,1440.0,6621.0,1050.0
1770,0,Male,University,1,56,360000.0,-1,-1,-1,750.0,3206.0,951.0,1236.0,291.0,2941.0
1771,0,Female,High School,1,56,50000.0,0,0,0,33197.0,28913.0,29306.0,2407.0,1029.0,1073.0
1772,0,Female,High School,1,26,180000.0,0,0,-2,32023.0,0.0,0.0,10000.0,0.0,0.0
1773,1,Male,University,0,25,50000.0,2,0,0,7180.0,7849.0,8884.0,0.0,300.0,0.0
1774,0,Female,Graduate School,0,28,120000.0,-2,-2,-2,-8.0,0.0,872.0,2054.0,409.0,1539.0
1775,1,Female,University,1,37,80000.0,2,2,2,15234.0,17834.0,18470.0,2200.0,0.0,0.0
1776,0,Female,Graduate School,1,47,330000.0,1,-2,-2,2246.0,20992.0,0.0,13990.0,681.0,5180.0
1777,1,Male,High School,1,43,40000.0,0,0,0,41094.0,37568.0,39141.0,1611.0,1371.0,1765.0
1778,0,Male,University,0,26,50000.0,0,0,0,27570.0,29400.0,6874.0,2000.0,1000.0,1000.0
1779,0,Male,High School,1,48,80000.0,0,0,0,71515.0,61892.0,25464.0,3679.0,924.0,1100.0
1780,0,Male,Graduate School,1,41,450000.0,-1,-1,-1,697.0,0.0,461.0,505.0,0.0,3.0
1781,0,Female,High School,1,48,30000.0,0,0,0,27947.0,27876.0,25896.0,2000.0,1500.0,1500.0
1782,0,Male,University,1,28,160000.0,0,2,0,62312.0,67648.0,67386.0,5856.0,0.0,2000.0
1783,0,Female,Graduate School,0,22,80000.0,-1,0,-2,10439.0,12113.0,2748.0,11501.0,33.0,90.0
1784,0,Male,University,1,34,400000.0,0,0,0,52271.0,60049.0,65178.0,6000.0,1902.0,0.0
1785,1,Male,University,1,60,220000.0,-1,-1,-1,1994.0,6944.0,1534.0,1606.0,7196.0,11304.0
1786,1,Female,University,1,25,40000.0,0,2,2,21590.0,23642.0,25384.0,3400.0,3000.0,2100.0
1787,0,Female,University,0,27,280000.0,-1,0,2,82742.0,85601.0,105275.0,10077.0,30000.0,20000.0
1788,0,Female,Graduate School,0,25,50000.0,0,0,-2,50380.0,0.0,0.0,4000.0,0.0,0.0
1789,0,Male,University,0,26,110000.0,0,0,0,106417.0,56676.0,45171.0,9026.0,2000.0,3000.0
1790,0,Female,Graduate School,1,44,180000.0,1,-1,-1,2788.0,13647.0,15520.0,5646.0,30848.0,558.0
1791,0,Female,Graduate School,0,26,200000.0,0,0,0,18630.0,16304.0,20542.0,1502.0,300.0,8000.0
1792,0,Female,Graduate School,0,33,390000.0,0,0,0,85538.0,82853.0,44143.0,3500.0,3518.0,3001.0
1793,0,Female,Graduate School,0,29,400000.0,-1,0,0,5154.0,7056.0,9943.0,1060.0,310.0,3000.0
1794,1,Female,High School,0,37,120000.0,-1,-1,-1,776.0,776.0,776.0,1616.0,776.0,776.0
1795,0,Male,Graduate School,0,34,200000.0,1,-2,-2,-800.0,-6144.0,-10213.0,0.0,0.0,0.0
1796,0,Male,University,1,33,280000.0,0,0,0,207982.0,182099.0,188224.0,8644.0,15934.0,6753.0
1797,0,Female,Graduate School,0,27,230000.0,0,0,0,105217.0,110177.0,62035.0,4326.0,2337.0,3034.0
1798,0,Female,Graduate School,1,36,280000.0,-1,-1,-1,21251.0,8689.0,9031.0,33840.0,41652.0,14106.0
1799,0,Male,High School,0,28,130000.0,0,0,0,132258.0,133834.0,132614.0,6900.0,7000.0,5500.0
1800,1,Female,University,1,35,160000.0,-1,-1,-1,776.0,380.0,1172.0,1172.0,776.0,380.0
1801,0,Male,High School,1,47,120000.0,-1,-1,-1,1051.0,291.0,291.0,671.0,1051.0,671.0
1802,0,Female,High School,1,31,300000.0,-1,-1,-1,331.0,331.0,-1.0,332.0,332.0,200.0
1803,0,Female,Graduate School,0,31,20000.0,-2,-2,-2,264.0,2227.0,1357.0,264.0,1357.0,4500.0
1804,1,Male,Graduate School,0,31,450000.0,-1,-1,-1,10350.0,3271.0,2135.0,3629.0,6271.0,2546.0
1805,0,Male,University,1,30,250000.0,-2,-2,-2,2419.0,44179.0,46733.0,29062.0,40682.0,47104.0
1806,0,Female,University,1,58,100000.0,0,0,0,101249.0,94893.0,101451.0,3642.0,10000.0,5000.0
1807,0,Female,University,0,27,150000.0,0,0,0,23165.0,25592.0,26846.0,1723.0,1100.0,1000.0
1808,0,Male,University,0,35,140000.0,0,0,0,101038.0,64018.0,65341.0,4215.0,2066.0,1895.0
1809,0,Female,Graduate School,0,46,500000.0,-2,-1,-1,33332.0,60560.0,41018.0,163500.0,104734.0,6258.0
1810,0,Male,University,0,36,20000.0,-1,-1,0,3152.0,4956.0,6979.0,0.0,200.0,1500.0
1811,0,Male,University,0,53,50000.0,0,0,0,18922.0,19917.0,20146.0,1329.0,680.0,728.0
1812,1,Male,University,0,39,100000.0,0,0,0,121895.0,115214.0,59993.0,4500.0,11000.0,4000.0
1813,0,Female,University,0,27,200000.0,2,0,0,186806.0,157633.0,146202.0,0.0,5200.0,5700.0
1814,0,Female,University,0,37,150000.0,0,0,0,86037.0,82490.0,75240.0,5000.0,4000.0,3000.0
1815,0,Male,Graduate School,0,23,80000.0,0,0,2,60130.0,44031.0,44789.0,2550.0,6084.0,4.0
1816,0,Male,Graduate School,1,40,160000.0,1,-1,-1,0.0,4027.0,2123.0,567.0,3100.0,4899.0
1817,0,Female,University,1,44,180000.0,-1,-1,-1,816.0,2599.0,2311.0,803.0,0.0,2542.0
1818,0,Female,Graduate School,1,32,270000.0,-1,-1,0,23351.0,180473.0,21334.0,30972.0,1177.0,19080.0
1819,0,Female,Graduate School,0,41,180000.0,0,-1,-1,37353.0,5549.0,2974.0,1012.0,17000.0,0.0
1820,1,Male,Graduate School,1,54,120000.0,-1,-1,0,390.0,390.0,390.0,390.0,1878.0,930.0
1821,0,Female,Graduate School,0,29,110000.0,0,0,0,48088.0,44231.0,26354.0,2000.0,3000.0,3000.0
1822,0,Female,High School,1,61,50000.0,0,-2,-1,42200.0,0.0,15883.0,0.0,0.0,1000.0
1823,0,Female,High School,0,30,200000.0,0,0,0,185723.0,160181.0,104232.0,8009.0,6715.0,50086.0
1824,0,Female,High School,1,23,70000.0,2,-1,-1,254.0,1885.0,1348.0,6840.0,2216.0,29873.0
1825,0,Female,University,0,30,360000.0,0,-2,0,23900.0,0.0,205150.0,0.0,150.0,0.0
1826,1,Female,University,1,35,260000.0,0,0,0,425349.0,445129.0,258010.0,14347.0,12406.0,6078.0
1827,0,Male,High School,1,32,50000.0,0,0,0,40992.0,29156.0,19443.0,2026.0,1000.0,1000.0
1828,0,Female,University,1,39,380000.0,-1,0,0,19261.0,61189.0,17876.0,81975.0,3000.0,3000.0
1829,0,Male,University,0,24,50000.0,-1,-2,-2,402.0,-3650.0,-3650.0,0.0,0.0,0.0
1830,1,Male,High School,1,38,20000.0,0,-1,-1,19805.0,390.0,0.0,1000.0,390.0,780.0
1831,0,Male,Unknown,0,32,270000.0,-2,-2,-2,24089.0,27067.0,51264.0,52398.0,40569.0,35051.0
1832,0,Male,Graduate School,0,32,460000.0,0,0,0,386437.0,392625.0,377858.0,15000.0,15000.0,15000.0
1833,0,Male,High School,0,24,60000.0,0,0,2,58819.0,56566.0,30203.0,3000.0,3954.0,1500.0
1834,0,Female,Graduate School,1,35,200000.0,-1,-1,-1,25663.0,17560.0,1920.0,14224.0,3300.0,2731.0
1835,1,Female,University,0,37,50000.0,1,2,2,14008.0,17259.0,18017.0,0.0,0.0,0.0
1836,0,Female,Graduate School,0,22,20000.0,0,0,0,19760.0,17604.0,9517.0,1376.0,1000.0,1500.0
1837,1,Female,University,1,40,290000.0,0,0,0,274558.0,229566.0,53157.0,10700.0,5800.0,2000.0
1838,0,Female,University,0,36,110000.0,0,0,0,116486.0,96945.0,70012.0,4353.0,5000.0,5000.0
1839,1,Female,High School,1,51,160000.0,2,2,2,142064.0,146534.0,145488.0,6600.0,5310.0,12000.0
1840,0,Female,University,1,31,70000.0,0,0,0,60058.0,43968.0,39137.0,1834.0,1559.0,1300.0
1841,1,Female,Graduate School,0,39,200000.0,-2,-2,-1,0.0,0.0,2330.0,0.0,0.0,0.0
1842,0,Female,University,0,40,80000.0,0,0,0,78717.0,68602.0,55987.0,3300.0,2000.0,2100.0
1843,1,Male,Graduate School,0,41,20000.0,-2,0,0,18803.0,19342.0,19799.0,36147.0,658.0,1000.0
1844,0,Male,Graduate School,0,48,210000.0,-2,-2,-2,0.0,0.0,0.0,570.0,0.0,0.0
1845,1,Female,High School,1,39,180000.0,2,0,-2,172488.0,0.0,0.0,3450.0,0.0,0.0
1846,0,Male,University,0,53,50000.0,0,0,0,34664.0,18417.0,18985.0,1500.0,1000.0,2000.0
1847,1,Male,University,0,26,30000.0,1,2,0,31305.0,30789.0,30276.0,0.0,0.0,1078.0
1848,0,Male,Graduate School,0,30,150000.0,-1,-1,-1,6708.0,1908.0,9918.0,1098.0,1589.0,1157.0
1849,1,Male,Graduate School,0,28,150000.0,-1,2,-2,1111.0,-311.0,-893.0,0.0,0.0,0.0
1850,0,Male,Graduate School,1,43,260000.0,1,-1,-1,0.0,1620.0,0.0,2000.0,8080.0,0.0
1851,0,Female,Graduate School,0,30,310000.0,0,0,0,304329.0,279138.0,248895.0,14027.0,11600.0,10000.0
1852,0,Female,Graduate School,0,33,150000.0,0,0,0,96066.0,88202.0,49426.0,4400.0,2000.0,1900.0
1853,0,Female,Graduate School,0,27,200000.0,-1,-1,-1,16093.0,11657.0,9726.0,11197.0,9423.0,11070.0
1854,0,Male,High School,0,45,150000.0,0,0,0,99247.0,81194.0,72040.0,4268.0,2505.0,3000.0
1855,0,Female,University,1,54,220000.0,-1,-1,-2,8727.0,147.0,0.0,3011.0,0.0,0.0
1856,0,Female,Graduate School,0,34,540000.0,-1,-1,-1,1784.0,946.0,946.0,892.0,946.0,946.0
1857,0,Male,University,0,30,280000.0,0,0,0,204773.0,185257.0,179764.0,8038.0,5083.0,5036.0
1858,0,Male,University,0,32,230000.0,0,0,0,49619.0,41719.0,33802.0,2072.0,1046.0,928.0
1859,0,Male,Graduate School,1,39,50000.0,0,2,2,33849.0,37890.0,38381.0,3817.0,150.0,2000.0
1860,0,Female,University,0,24,20000.0,1,-2,-1,0.0,0.0,222.0,0.0,0.0,6345.0
1861,1,Male,University,0,35,10000.0,1,5,3,8257.0,7741.0,7075.0,0.0,0.0,0.0
1862,0,Male,Graduate School,1,46,500000.0,0,0,0,407331.0,386053.0,392650.0,15043.0,14003.0,15003.0
1863,0,Female,University,0,24,50000.0,0,0,0,49819.0,32101.0,19820.0,1672.0,574.0,649.0
1864,0,Female,University,0,35,420000.0,-1,-1,-1,7572.0,16615.0,9058.0,18920.0,14156.0,3281.0
1865,0,Female,University,0,23,50000.0,0,-1,0,21998.0,32514.0,27396.0,2063.0,0.0,1000.0
1866,0,Female,Graduate School,0,29,280000.0,-2,-2,-2,0.0,320.0,0.0,0.0,2139.0,0.0
1867,0,Male,University,1,46,50000.0,0,0,0,3656.0,0.0,3715.0,1000.0,1704.0,0.0
1868,1,Female,High School,1,41,160000.0,2,2,0,46017.0,46134.0,50034.0,2200.0,2000.0,2000.0
1869,1,Female,University,1,23,40000.0,2,2,2,33895.0,35704.0,36796.0,0.0,1500.0,1400.0
